822609656052850689	wouterveldhoen	RT @dreoudman: Zweedse overheid: Lap je oude spullen op - Groen - TROUW https://t.co/2AldPAHEk0	RT @dreoudman : Zweedse overheid : Lap je oude spullen op - Groen - TROUW https://t.co/2AldPAHEk0
822614970231824384	AlphaGammaZX	Gears of War 4 Co-op #7 (Grind) - Smilar Co-op https://t.co/zMGIDaXJa9 https://t.co/pqZheNYebt	Gears of War 4 Co-op #7 ( Grind ) - Smilar Co-op https://t.co/zMGIDaXJa9 https://t.co/pqZheNYebt
822614975114018816	diederikdegroot	@ikbensakka @SvensTweet bij een kind van 10 dat gewoon zenuwachtig was, vind ik dit toch wel een beetje aan onaardige suggestie	@ikbensakka @SvensTweet bij een kind van 10 dat gewoon zenuwachtig was , vind ik dit toch wel een beetje aan onaardige suggestie
822614976502386689	Live_Webcamsex	chelseadb: chelseadb (21 jaar) Woonplaats: Amsterdam Land: Netherlands Geaardheid: hetero Kleur haar:… https://t.co/Wqbg9NBvke #webcam	chelseadb : chelseadb (21 jaar ) Woonplaats : Amsterdam Land : Netherlands Geaardheid : hetero Kleur haar :… https://t.co/Wqbg9NBvke #webcam
822614978196832256	LeoPeterzz	Heerlijk hoe Yolo (@2525) en zijn vrindjes lopen te janken om Trump. En Trump is nog niet eens ECHT begonnen, hahahaha. #hoehetechtzit	Heerlijk hoe Yolo ( @2525 ) en zijn vrindjes lopen te janken om Trump . En Trump is nog niet eens ECHT begonnen , hahahaha . #hoehetechtzit
822614983129370624	zaagvis	@zegmaarLyd @GewoonMoon_ @DiGonzi @rickje grootste familie nog , 5 vrouwen waarvan 4 altijd ,maar zal dit jaar mog 1 over blijven vrees ik 😔	@zegmaarLyd @GewoonMoon_ @DiGonzi @rickje grootste familie nog , 5 vrouwen waarvan 4 altijd , maar zal dit jaar mog 1 over blijven vrees ik 😔
822614985180401668	Tocacyy	HQ OPENN NEWS ®©™: #news Volkskrant Eerste ministers officieel benoemd in kabinet Trump Volkskrant De Senaat… https://t.co/tTe5k8TcI1 #Mon…	HQ OPENN NEWS ®©™: #news Volkskrant Eerste ministers officieel benoemd in kabinet Trump Volkskrant De Senaat … https://t.co/tTe5k8TcI1 #Mon …
822614989378908160	DanDark69	Noem het een politieke guilty pleasure, maar ik ben niet de enigste van links die Dijkhoff een geweldige politicus… https://t.co/JtETFJvVhD	Noem het een politieke guilty pleasure , maar ik ben niet de enigste van links die Dijkhoff een geweldige politicus … https://t.co/JtETFJvVhD
822614990330990594	Pelsje	RT @TheodorHolman: Als we nou eens beginnen het belastinggeld voor de publieke omroep aan de zorg te geven. Welke zieke wordt daar slechter…	RT @TheodorHolman : Als we nou eens beginnen het belastinggeld voor de publieke omroep aan de zorg te geven . Welke zieke wordt daar slechter …
822614994097414144	EriFaroe	RT @vbemmelj: Nederland ga net als Amerika de handelsbetrekkingen met Rusland herstellen !	RT @vbemmelj : Nederland ga net als Amerika de handelsbetrekkingen met Rusland herstellen !
822614996077133825	Saifeddine010	RT @Muhammetcet: Bij allochtonen gaat dees niet .. "Nee sorry mijn vader zit hier" https://t.co/ImHVLbD0lX	RT @Muhammetcet : Bij allochtonen gaat dees niet .. " Nee sorry mijn vader zit hier " https://t.co/ImHVLbD0lX
822614998488850432	VancalsterElle	Ik hoop echt da gij op Valentijn iets stuurt naar mij	Ik hoop echt da gij op Valentijn iets stuurt naar mij
822614999298408449	patron_stony	@familiesletdoua spuit op haar lippen en tieten	@familiesletdoua spuit op haar lippen en tieten
822615000816685056	Hellstrouser	Zou Trump zijn eerste scheet al hebben gelaten in het witte huis ?	Zou Trump zijn eerste scheet al hebben gelaten in het witte huis ?
822615001835958272	g82881590	@TPOnl Hoe moet dat nu verder, 15 Maart (bijltjesdag) DWDD HAHAHA https://t.co/Tjqy587aRg	@TPOnl Hoe moet dat nu verder , 15 Maart ( bijltjesdag ) DWDD HAHAHA https://t.co/Tjqy587aRg
822615007640907776	RolandSmash	@Joe_Smashed @Izitserious Mooi shirtje ook	@Joe_Smashed @Izitserious Mooi shirtje ook
822615015480061952	TribbleSlayer_1	RT @deVrijPoler: Avonddienst met vrijwillig werkstudent en o.a. melding #OKV. Surveillance liep fors uit door opname woninginbraak e…	RT @deVrijPoler : Avonddienst met vrijwillig werkstudent en o.a. melding #OKV . Surveillance liep fors uit door opname woninginbraak e…
822615015639445511	P2000Live	A2 6658KJ 64 c Van Heemstraweg Beneden-Leeuwen VWS 3856 • January 21, 2017 at 02:11AM • #P2000 #LIVE #NIEWS #P #NEWS #FOLLOW	A2 6658 KJ 64 c Van Heemstraweg Beneden-Leeuwen VWS 3856 • January 21, 2017 at 02:11 AM • #P2000 #LIVE #NIEWS #P #NEWS #FOLLOW
822615017749151745	nl_misstanden	@treintrien Wordt moe van die minderheidspartijen, hebben geen enkel verzet georganiseerd t.b.v. onrendabele Nederlanders, die het nu.......	@treintrien Wordt moe van die minderheidspartijen , hebben geen enkel verzet georganiseerd t.b.v. onrendabele Nederlanders , die het nu .......
822615018999058433	Sandra_Stork	RT @Toon_de_Laaf: Verwachtingenparadox en het OM https://t.co/AjIuuw12gD	RT @Toon_de_Laaf : Verwachtingenparadox en het OM https://t.co/AjIuuw12gD
822615024015470592	EriFaroe	RT @banjer1234: Wat verbeelden die mensen zich eigenlijk,alsof hun volle zalen aan trekken,dom volk is t https://t.co/XXLv2BJeMk	RT @banjer1234 : Wat verbeelden die mensen zich eigenlijk , alsof hun volle zalen aan trekken , dom volk is t https://t.co/XXLv2BJeMk
822615033767202820	EriFaroe	RT @vbemmelj: Goh @erikmouthaanRTL wat had je t mis hè , houd op met je maffe ideeën en terug naar de realiteit !!	RT @vbemmelj : Goh @erikmouthaanRTL wat had je t mis hè , houd op met je maffe ideeën en terug naar de realiteit !!
822615044227825665	chicohalS	Pechtold: Om tot coalitie te komen, elkaar niet schreeuwerig bevechten https://t.co/zMeFmicHvR	Pechtold : Om tot coalitie te komen , elkaar niet schreeuwerig bevechten https://t.co/zMeFmicHvR
822615048652722177	micheleggermont	@JosSwartjes_SP hetzelfde moeten we ook zeggen over de oorlogprediker @HillaryClinton. Keuze zit in opbouw arbeidersbeweging	@JosSwartjes_SP hetzelfde moeten we ook zeggen over de oorlogprediker @HillaryClinton . Keuze zit in opbouw arbeidersbeweging
822615055447588865	EstherEmmer	Ik houd echt van de Efteling, dat is gewoon een feit	Ik houd echt van de Efteling , dat is gewoon een feit
822615057926422529	EriFaroe	RT @PvvSupporters: Anti-Trump supporters weten zich alweer niet te gedragen. Maar ze krijgen van de politie een pepperspray douche!... htt…	RT @PvvSupporters : Anti-Trump supporters weten zich alweer niet te gedragen . Maar ze krijgen van de politie een pepperspray douche !... htt …
822615062162636803	chantios96	RT @112Fryslan: Auto klemgereden na achtervolging - HEERENVEEN – Bij een achtervolging die begon in Sint Nicolaasga ... -…	RT @112Fryslan : Auto klemgereden na achtervolging - HEERENVEEN – Bij een achtervolging die begon in Sint Nicolaasga ... -…
822615064268177410	Rdraaitdoor	Nu voor u.. Angelika Milster - Erinnerung ..hier bij https://t.co/IVO9UjPAmq	Nu voor u.. Angelika Milster - Erinnerung .. hier bij https://t.co/IVO9UjPAmq
822615068042989568	MobirisNL	#TunnelBru, vanwege een ongeval is de Kruidtuintunnel richting Basiliek afgesloten voor het verkeer.	#TunnelBru , vanwege een ongeval is de Kruidtuintunnel richting Basiliek afgesloten voor het verkeer .
822615072543477762	Jurassickingdom	RT @Percolator_HNJ: "De radicale islam wordt van de aardbodem weggevaagd door de beschaafde wereld." #Trump Klinkt als muziek in mijn…	RT @Percolator_HNJ : " De radicale islam wordt van de aardbodem weggevaagd door de beschaafde wereld ." #Trump Klinkt als muziek in mijn …
822615077631234048	anthonyinserra	@AlyssaBivona ahhh Ik Ik	@AlyssaBivona ahhh Ik Ik
822615082467258369	VancalsterElle	RT @CJaping: Hoe leuk was deze avond zelfs?	RT @CJaping : Hoe leuk was deze avond zelfs ?
822615056068251649	jannebiersma	weet niet meer precies waar het voor staat maar ik was het tijden beer o	weet niet meer precies waar het voor staat maar ik was het tijden beer o
822615089052352512	zaagvis	@zegmaarLyd @DiGonzi @GewoonMoon_ @rickje groenten en fruit , stond op de hoek :)	@zegmaarLyd @DiGonzi @GewoonMoon_ @rickje groenten en fruit , stond op de hoek :)
822615091694764032	AnneBenen	RT @kordwarshuis: Jan Rotmans op het podium. Transitieprofessor. "We kunnen de komende 10 jaar 80% van de huizen loskoppelen van het gas. T…	RT @kordwarshuis : Jan Rotmans op het podium . Transitieprofessor . " We kunnen de komende 10 jaar 80% van de huizen loskoppelen van het gas . T…
822615094576214017	jeeva_tj	What a bij la	What a bij la
822615094399995909	fkamstra	RT @NeytAndText: @SvensTweet Het is een circle jerk van deugmensen. Ze mogen het woord journalistiek niet eens uitspreken. #jinek	RT @NeytAndText : @SvensTweet Het is een circle jerk van deugmensen . Ze mogen het woord journalistiek niet eens uitspreken . #jinek
822615106316017666	openn_eu	#BELGIE Kan jij zien hoeveel gezichten zich schuilhouden in deze rozen? https://t.co/tQb5We8KJ1	#BELGIE Kan jij zien hoeveel gezichten zich schuilhouden in deze rozen ? https://t.co/tQb5We8KJ1
822615107817574400	openn_eu	#BELGIE Eerste ministers van kabinet Trump officieel benoemd https://t.co/xSbASaU2t7	#BELGIE Eerste ministers van kabinet Trump officieel benoemd https://t.co/xSbASaU2t7
822615108228710400	GripTightJustin	RT @itsforyoujustin: Onze #LoveYourself #BestLyrics #iHeartAwards	RT @itsforyoujustin : Onze #LoveYourself #BestLyrics #iHeartAwards
822615108060901377	Decisivecrew	Gimme inspiration. Must have been a hell. I was not an easy child .maar dat was niet de reden.*ik weet het zeker* #suidicedemamma	Gimme inspiration . Must have been a hell . I was not an easy child . maar dat was niet de reden .* ik weet het zeker * #suidicedemamma
822615110082588672	openn_eu	#BELGIE Trump nog maar pas in Witte Huis en ondertekent meteen eerste decreet tegen… https://t.co/a2HYb3uQQe	#BELGIE Trump nog maar pas in Witte Huis en ondertekent meteen eerste decreet tegen … https://t.co/a2HYb3uQQe
822615115556126720	Kazbrd	Er zijn al heel wat flessen ademlucht gebruikt . Daarom komt @Brw_Ridderkerk met ademluchtwagen ter plaatse om flessen te vullen. #Botter	Er zijn al heel wat flessen ademlucht gebruikt . Daarom komt @Brw_Ridderkerk met ademluchtwagen ter plaatse om flessen te vullen . #Botter
822615118366314497	Haatdragend	Lekker snachts rond dwalleren met een hemel vol sterren en lekker tekenen, zó fijn	Lekker snachts rond dwalleren met een hemel vol sterren en lekker tekenen , zó fijn
822615122120216577	BesteNieuws	Peking: ‘Alles draait om toekomst en m https://t.co/06gyDGYXOT via @Easy_Branches @auteurjanjansen #easybranches https://t.co/gaZ3HqheWE	Peking : ‘ Alles draait om toekomst en m https://t.co/06gyDGYXOT via @Easy_Branches @auteurjanjansen #easybranches https://t.co/gaZ3HqheWE
822615124154400768	Joe_Smashed	@RolandSmash @Izitserious mooiste shirtje in die venue als je t mij vraagt	@RolandSmash @Izitserious mooiste shirtje in die venue als je t mij vraagt
822615124078956549	KNCTFM	Beethoven, Ludwig van - Overture: Leonore #3, Op. 72b https://t.co/duPzjZYbNM #nowplaying #listenlive	Beethoven , Ludwig van - Overture : Leonore #3 , Op . 72b https://t.co/duPzjZYbNM #nowplaying #listenlive
822615127237201923	parlementor	@EWdeVlieger een 't gebit kan nog uit ook.	@EWdeVlieger een 't gebit kan nog uit ook .
822615127417569313	xdaisynx	Is er nog iemand wakker ?	Is er nog iemand wakker ?
822615128663326720	Gewoon_Sher	@rickje WOW IK SCHROK	@rickje WOW IK SCHROK
822615136842240002	sanneloosxx	Maar sanne is best wel bedtijd voor jou huppp naar je nesttt.. — Hahh https://t.co/RTrnFi3DTg	Maar sanne is best wel bedtijd voor jou huppp naar je nesttt .. — Hahh https://t.co/RTrnFi3DTg
822615138448658432	BastiaandeKok	@cmfuentez Ja wij ook wel hoor. Altijd wel gezellig. Saved by the bell vond ik ook wel geinig. Maar dat was meer 90's	@cmfuentez Ja wij ook wel hoor . Altijd wel gezellig . Saved by the bell vond ik ook wel geinig . Maar dat was meer 90's
822615145042083841	mirandaklein57	@Schemerwoude we gaan het zien of hij voor goud gaat :-)	@Schemerwoude we gaan het zien of hij voor goud gaat :-)
822615150222000128	07239Ting	Nielson - Ze is het (official audio) https://t.co/1KWyqpBXWf 來自 @YouTube	Nielson - Ze is het ( official audio ) https://t.co/1KWyqpBXWf 來自 @YouTube
822615154412163073	babbeltje12	We weten nu ook wat Bush jr. schreef aan Barack Obama - https://t.co/Hphkv8vXHj	We weten nu ook wat Bush jr . schreef aan Barack Obama - https://t.co/Hphkv8vXHj
822615157440397313	DarkFlameSsz	Ik vind een @YouTube-video leuk: https://t.co/6iCUMzV14X COD BO2 MOD MENU TUTORIAL - No Jailbreak - PS3 - PS4 - XBOX	Ik vind een @YouTube - video leuk : https://t.co/6iCUMzV14X COD BO 2 MOD MENU TUTORIAL - No Jailbreak - PS 3 - PS 4 - XBOX
822615165006938113	VKOOKlES	@kxgyeol OMFG REALLY HAHAHA is het zo een basic cd of	@kxgyeol OMFG REALLY HAHAHA is het zo een basic cd of
822615166688915456	JosSwartjes_SP	RT @micheleggermont: @JosSwartjes_SP hetzelfde moeten we ook zeggen over de oorlogprediker @HillaryClinton. Keuze zit in opbouw arbeidersbe…	RT @micheleggermont : @JosSwartjes_SP hetzelfde moeten we ook zeggen over de oorlogprediker @HillaryClinton . Keuze zit in opbouw arbeidersbe …
822615170027520000	Argenau	😂 heb je de 1 weggelegd komt de ander op bedbezoek https://t.co/Zowwr6vMO7	😂 heb je de 1 weggelegd komt de ander op bedbezoek https://t.co/Zowwr6vMO7
822615171365568513	zegmaarLyd	@zaagvis Zijn ze al op leeftijd dan? @GewoonMoon_ @DiGonzi @rickje	@zaagvis Zijn ze al op leeftijd dan ? @GewoonMoon_ @DiGonzi @rickje
822615171755638784	RijnPatrick	Extreem linkse werkschuwe tokkies Meer kun je er niet van maken https://t.co/sFf8qWzPe7	Extreem linkse werkschuwe tokkies Meer kun je er niet van maken https://t.co/sFf8qWzPe7
822615176277065728	Jaspolitiek	Oproep vanuit mijn hart. Letterlijk en figuurlijk. @LavieJanRoos @BartNijman @thierrybaudet https://t.co/oZB6lQ8Hve	Oproep vanuit mijn hart . Letterlijk en figuurlijk . @LavieJanRoos @BartNijman @thierrybaudet https://t.co/oZB6lQ8Hve
822615182476189697	RvanWeeren	RT @UU_SEI: Hoe overheden actief mee kunnen doen met maatschappelijke initiatieven van burgers - door @Astervt https://t.co/2WiTI7qNQC	RT @UU_SEI : Hoe overheden actief mee kunnen doen met maatschappelijke initiatieven van burgers - door @Astervt https://t.co/2WiTI7qNQC
822615184141406208	WeedsePoentah	RT @rauweboy: ik wil een overdosis slaap	RT @rauweboy : ik wil een overdosis slaap
822615184195915777	Ellssaaa_	We hebben nog 8 jaar te gaan. https://t.co/dlX9yMkYrO	We hebben nog 8 jaar te gaan . https://t.co/dlX9yMkYrO
822615185491902464	HoedaifaEl	Daarom wil ik naar The Weeknd 😪! https://t.co/vNvSX4Vw0F	Daarom wil ik naar The Weeknd 😪! https://t.co/vNvSX4Vw0F
822615184476950528	Ronnie01964	Heel veel dingen zijn overbodig, maar vriendschap heb je nodig. #quotes #oneliners	Heel veel dingen zijn overbodig , maar vriendschap heb je nodig . #quotes #oneliners
822615188625096704	xjillieex	Gezellig wel 😛 https://t.co/nsAEiyxZIl	Gezellig wel 😛 https://t.co/nsAEiyxZIl
822615194761363458	KocaKolaBoy	RT @MistressPoison: @KocaKolaBoy @pia_ladypia gelukkig , je kent me toch 🤗	RT @MistressPoison : @KocaKolaBoy @pia_ladypia gelukkig , je kent me toch 🤗
822615195340181504	jannebiersma	weet niet meer precies waar het voor staat maar ik was het tijden beer pond, mvp	weet niet meer precies waar het voor staat maar ik was het tijden beer pond , mvp
822615200172019713	zaagvis	@DiGonzi @rickje @GewoonMoon_ @zegmaarLyd ik kom heus wel zuipen hoor 😇	@DiGonzi @rickje @GewoonMoon_ @zegmaarLyd ik kom heus wel zuipen hoor 😇
822615203783254017	PerSlotVan	@RAetREchte1 @bramdewaal @Talk2Myra @MPeters50 @NicovandenHam Leg dat even uit aan mijn familie 😡	@RAetREchte1 @bramdewaal @Talk2Myra @MPeters50 @NicovandenHam Leg dat even uit aan mijn familie 😡
822615204970319874	NewsL_Alphen	ChristenUnie introduceert Blijverslening voor ouderen #Alphen https://t.co/vVU4H5y5pE	ChristenUnie introduceert Blijverslening voor ouderen #Alphen https://t.co/vVU4H5y5pE
822615209072357377	Beurs_Today	SmartPhoto verliest kleur https://t.co/iNovJo4T5W	SmartPhoto verliest kleur https://t.co/iNovJo4T5W
822615214042574850	aangiftespecial	Wat ook je overtuiging is, je .. https://t.co/0cynFV9CgI	Wat ook je overtuiging is , je .. https://t.co/0cynFV9CgI
822615215942631424	jolinafraanje	Stijn Devolder vindt nieuwe drive bij Veranda's Willems-Crelan: "Niet langer koersmoe"	Stijn Devolder vindt nieuwe drive bij Veranda's Willems-Crelan : " Niet langer koersmoe "
822615216399716353	aangiftespecial	Niemand is zo gek dat hij niet.. https://t.co/kJhxKbhHuF	Niemand is zo gek dat hij niet .. https://t.co/kJhxKbhHuF
822615198959882240	DarkFlameSsz	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/6iCUMzV14X COD BO2 MOD MENU TUTORIAL - No Jailbreak - PS3 -	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/6iCUMzV14X COD BO 2 MOD MENU TUTORIAL - No Jailbreak - PS 3 -
822615218924777472	mailyourtweet	Bericht niet bezorgd Er is een probleem opgetreden bij het bezorgen van je bericht aan mailer-daemon@googlemail.com. Bekijk de onderstaand…	Bericht niet bezorgd Er is een probleem opgetreden bij het bezorgen van je bericht aan mailer-daemon @googlemail . com . Bekijk de onderstaand …
822615219008634880	KocaKolaBoy	RT @MistressPoison: Fijn weekend iedereen 🤗🤗 en slaap lekker 😘 https://t.co/o5ydNhPKmf	RT @MistressPoison : Fijn weekend iedereen 🤗🤗 en slaap lekker 😘 https://t.co/o5ydNhPKmf
822615218731814912	lennardmulder	Voor een nachtbraker zoals ik, is zo'n #AustralianOpen echt fijn. Even geen oeverloze Radio 1-discussies of de derde herhaling van DWDD.	Voor een nachtbraker zoals ik , is zo'n #AustralianOpen echt fijn . Even geen oeverloze Radio 1- discussies of de derde herhaling van DWDD .
822615222439596033	marizsmn	RT @EWdeVlieger: Ai Ai Ai Ai Ai. Daar gaat de sanctie tegen Rusland https://t.co/tiLz8yIuvm	RT @EWdeVlieger : Ai Ai Ai Ai Ai . Daar gaat de sanctie tegen Rusland https://t.co/tiLz8yIuvm
822615225757274116	NLzoektwerk	#JouwBaan #werk #vacature #JouwBaan Controlepraktijk: Gevorderd Assistent-Accountant / startende Controleleider https://t.co/SoPpYgAlVp	#JouwBaan #werk #vacature #JouwBaan Controlepraktijk : Gevorderd Assistent-Accountant / startende Controleleider https://t.co/SoPpYgAlVp
822615229532082180	FloreVmk	Eigenlijk benkik echt een cutie e, ie heeft examen morgen en jis nog aant strijden en leren en ik maak een cake pff 😂	Eigenlijk benkik echt een cutie e, ie heeft examen morgen en jis nog aant strijden en leren en ik maak een cake pff 😂
822615219339988992	meidenindenacht	24_blonde wil #webcammen #sexchat #naakt #geil #sexy https://t.co/6kwP4GHKrt https://t.co/vU9Kdvr04J https://t.co/0SIfLcN2bs	24_ blonde wil #webcammen #sexchat #naakt #geil #sexy https://t.co/6kwP4GHKrt https://t.co/vU9Kdvr04J https://t.co/0SIfLcN2bs
822615233156042752	spiegel_ed	Ik vind een @YouTube-video leuk: https://t.co/5qD4PbRQrS Q-BASE 2016 | Deetox	Ik vind een @YouTube - video leuk : https://t.co/5qD4PbRQrS Q-BASE 2016 | Deetox
822615233286041602	Haatdragend	Kan wel merken dat t al lang geleden is ben echt piecie kapot	Kan wel merken dat t al lang geleden is ben echt piecie kapot
822615235425079302	RAetREchte1	@PerSlotVan @bramdewaal @Talk2Myra @MPeters50 @NicovandenHam:Zus had allang haar bek open Móetn doen!Ze wist toch zoveel?Ze was verplicht!	@PerSlotVan @bramdewaal @Talk2Myra @MPeters50 @NicovandenHam : Zus had allang haar bek open Móetn doen ! Ze wist toch zoveel ? Ze was verplicht !
822615236519854080	petervalk1	RT @maryfloor: Ik schaam mij voor de NL TV...zoals een inauguratie wordt neergeslagen....het overall niveau van riooljournalistiek #MSM sch…	RT @maryfloor : Ik schaam mij voor de NL TV ... zoals een inauguratie wordt neergeslagen .... het overall niveau van riooljournalistiek #MSM sch …
822615242765139971	PotNutella	@iJordiii Dat...Zag ik niet aankomen...	@iJordiii Dat ... Zag ik niet aankomen ...
822615248851128321	_vvd	Nee is waardeloos geworden in de monden van politici https://t.co/0b8UOLGPwF In het programma Buitenhof zei premier Rutte zondag dat de #V…	Nee is waardeloos geworden in de monden van politici https://t.co/0b8UOLGPwF In het programma Buitenhof zei premier Rutte zondag dat de #V …
822615253116653568	_vvd	´De kans is nul´ is niet hetzelfde als ´dat gaat niet gebeuren´ https://t.co/Q2nvvNZi1H ´De kans dat de #VVD gaat reageren met de #PVV is …	´ De kans is nul ´ is niet hetzelfde als ´ dat gaat niet gebeuren ´ https://t.co/Q2nvvNZi1H ´ De kans dat de #VVD gaat reageren met de #PVV is …
822615257759752192	BlueZonesBud	@nononsens1 @CoalitieChecker Van betweterigheid van mijn kant is totaal geen sprake. Balkenende 4 was 2007-2010 https://t.co/cTNYZfyLIW	@nononsens1 @CoalitieChecker Van betweterigheid van mijn kant is totaal geen sprake . Balkenende 4 was 2007-2010 https://t.co/cTNYZfyLIW
822615258607087617	lordjoydeflacko	Koud wel	Koud wel
822615261069148160	WaerdtC	@Kopernek @volkskrant GELIJKE MONNIKKEN GELIJKE KAPPEN, OF DE KLU KLUX KLAN IN HET ZWART😆	@Kopernek @volkskrant GELIJKE MONNIKKEN GELIJKE KAPPEN , OF DE KLU KLUX KLAN IN HET ZWART 😆
822615261694066689	Popmartijn	@caricevhouten Jouw mening is niet belangrijker dan van een ander mens. Maar wel net zo belangrijk (alleen heb jij zo'n 750K volgers meer).	@caricevhouten Jouw mening is niet belangrijker dan van een ander mens . Maar wel net zo belangrijk ( alleen heb jij zo'n 750K volgers meer ).
822615272477573120	imtweetingshit	en dingen	en dingen
822615273303932928	fozziebeertje	RT @Vlaanderen: #Nieuwsblad Man (61) vecht voor leven na brand in woning https://t.co/2oyhrVVXm8 #binnenland https://t.co/gBgpWKVTVl	RT @Vlaanderen : #Nieuwsblad Man (61) vecht voor leven na brand in woning https://t.co/2oyhrVVXm8 #binnenland https://t.co/gBgpWKVTVl
822615273870073858	runedockx	RT @Jonevantulden: Pff gij bent echt zo lief	RT @Jonevantulden : Pff gij bent echt zo lief
822615273702309888	GripTightJustin	RT @itsforyoujustin: Onze #Beliebers #BestFanArmy #iHeartAwards	RT @itsforyoujustin : Onze #Beliebers #BestFanArmy #iHeartAwards
822615279704412162	Camforcedenhaag	En meer dan 100.000 werknemers en bedrijven ten dode opgeschreven? Doe ff reëel alsjeblieft. https://t.co/0NtJYkObh0	En meer dan 100.000 werknemers en bedrijven ten dode opgeschreven ? Doe ff reëel alsjeblieft . https://t.co/0NtJYkObh0
822615281713475585	JeroenvdBerg10	@scheulderman75 @umarebru ach, u schrikt van uw gedachte en verloochend uzelf, om erachter te komen dat je slechts een marionet bent.	@scheulderman75 @umarebru ach , u schrikt van uw gedachte en verloochend uzelf , om erachter te komen dat je slechts een marionet bent .
822615282464264194	SalloumAdil	geef me 5maande en ik ben trug bij je..	geef me 5 maande en ik ben trug bij je ..
822615284628463616	ziekgeest	@kauwbooi @TheodorHolman eh owja denk het ook lol	@kauwbooi @TheodorHolman eh owja denk het ook lol
822615290852868098	SwagNick2000	RT @KLM: In de kou blijven? Je winter niks mee. Ontsnap nu extra voordelig naar de zon. Boek hier: https://t.co/Engt3qWDM7 https://t.co/g8f…	RT @KLM : In de kou blijven ? Je winter niks mee . Ontsnap nu extra voordelig naar de zon . Boek hier : https://t.co/Engt3qWDM7 https://t.co/g8f …
822615291393953793	EstherEmmer	De laatste keer dat ik er was waaide het hard en vloog mijn freaking suikerspin uit mijn handen verdomme Ik had maa… https://t.co/ma4Dfe5gnY	De laatste keer dat ik er was waaide het hard en vloog mijn freaking suikerspin uit mijn handen verdomme Ik had maa … https://t.co/ma4Dfe5gnY
822615297676943361	Eten_Headlines	Kreeftensoep https://t.co/JXYyvKE4P4 #eten #headlines #bestellen	Kreeftensoep https://t.co/JXYyvKE4P4 #eten #headlines #bestellen
822615298541060096	maxdegamerrr	@xdaisynx jij ook nog wakker hahah	@xdaisynx jij ook nog wakker hahah
822615299358920709	HJK01	Geweldig @IrisvdStelt #marathonschaatsen Vreet ze op! https://t.co/B3mYK5NXwW	Geweldig @IrisvdStelt #marathonschaatsen Vreet ze op ! https://t.co/B3mYK5NXwW
822615304958263297	MiekeDeBruycker	Mieke is op zoek naar extra gitaarsnaren! https://t.co/zFjqD4HcMA	Mieke is op zoek naar extra gitaarsnaren ! https://t.co/zFjqD4HcMA
822615305570676741	PolitieSchiedam	Vanavond een alcoholcontrole gehouden aan de Hargalaan. Geen overtredingen. #keurig ^MK	Vanavond een alcoholcontrole gehouden aan de Hargalaan . Geen overtredingen . #keurig ^ MK
822615310998077440	UtahJazzSpyder	[True Hoop: Salt City Hoops] Jimbo’s Mailbag – Jazz and Jimbo in Phoenix https://t.co/g6z2Y8d5u5 #UtahJazz	[ True Hoop : Salt City Hoops ] Jimbo ’s Mailbag – Jazz and Jimbo in Phoenix https://t.co/g6z2Y8d5u5 #UtahJazz
822615314848419843	RobvDillen	RT @groenlinks: "Had ik dat niet mogen zeggen?" #Trump https://t.co/NnwaqMrRrS	RT @groenlinks : " Had ik dat niet mogen zeggen ?" #Trump https://t.co/NnwaqMrRrS
822615315515342853	_Economisch	Traditionele maakindustrie verleden tijd: Trumpiaanse arbeider verliest https://t.co/WkPrUFhWPi	Traditionele maakindustrie verleden tijd : Trumpiaanse arbeider verliest https://t.co/WkPrUFhWPi
822615317461536768	julie_fabxo	IK MOET OM 8 U OPSTAAN EN TIS AL HALF 3 #rip	IK MOET OM 8 U OPSTAAN EN TIS AL HALF 3 #rip
822615318153531393	nieuws_media	VS wil arrestatie broer ex-VN-chef Ban Ki-moon https://t.co/hrTLXnV6l4	VS wil arrestatie broer ex-VN-chef Ban Ki-moon https://t.co/hrTLXnV6l4
822615318837207040	lahonda39	RT @Sweetdatingnl: Ben jij ook graag naakt? https://t.co/KBAVXEWFXj https://t.co/6Fx59owubR	RT @Sweetdatingnl : Ben jij ook graag naakt ? https://t.co/KBAVXEWFXj https://t.co/6Fx59owubR
822615318589820929	HKrolll	@MickPersson Zeggen dat Barron autistisch is en Melania een hoer, daar krijg je echt warme gevoelens voor de anti-Trumpers van! /S #WijZij	@MickPersson Zeggen dat Barron autistisch is en Melania een hoer , daar krijg je echt warme gevoelens voor de anti-Trumpers van ! /S #WijZij
822615319281799169	AliciaTaelen	Er moet echt een einde aan komen...	Er moet echt een einde aan komen ...
822615319793586176	nieuws_media	Kunsthistoricus Henk van Os blikt terug op 60 jaar kunst in zijn leven https://t.co/PqhBh6SkaV	Kunsthistoricus Henk van Os blikt terug op 60 jaar kunst in zijn leven https://t.co/PqhBh6SkaV
822615322800910336	EstherEmmer	@EstherEmmer het was sad :[	@EstherEmmer het was sad :[
822615323392307200	DanDark69	@NOS "De je weet wel kater" is een begrip geworden in NL.	@NOS " De je weet wel kater " is een begrip geworden in NL .
