823757217627250690	sandraslaats	@Faysal784099081 Ook een vroege morgen😊	@Faysal784099081 Ook een vroege morgen 😊
823766721282641920	Room_ijsje	@3ditZ0ne dat wat ik gister tijdens skype zei	@3ditZ0ne dat wat ik gister tijdens skype zei
823766721370722304	CarmenHunger	Nog steeds #trots op #SBO Panta rhei en #SO De Linde, titel van #excellentescholen behouden! Bedankt #leerkrachten!	Nog steeds #trots op #SBO Panta rhei en #SO De Linde , titel van #excellentescholen behouden ! Bedankt #leerkrachten !
823766726382850048	plork99	@RTVDrenthe dat zal de grondvesten doen trillen....	@RTVDrenthe dat zal de grondvesten doen trillen ....
823766731273490432	har_reits	Dames en heren, als je een goed doordachte en initiatiefrijke partij wilt starten, om tegenwicht te bieden aan... https://t.co/JMkt67Moon	Dames en heren , als je een goed doordachte en initiatiefrijke partij wilt starten , om tegenwicht te bieden aan ... https://t.co/JMkt67Moon
823766735476129792	zoeollevier	RT @GoethalsAicha: Als ge dan uiteindelijk toch iets zegt over mij, zeg dan de waarheid lafaard	RT @GoethalsAicha : Als ge dan uiteindelijk toch iets zegt over mij , zeg dan de waarheid lafaard
823766735434158080	nijpiescc	Hoe is het met de wegen in Leeuwarden? #glad #ijzel @Gemeente_Lwd tussenstraatjes verraderlijk glad...	Hoe is het met de wegen in Leeuwarden ? #glad #ijzel @Gemeente_Lwd tussenstraatjes verraderlijk glad ...
823766739213307908	steen020	Goedemorgen mensen	Goedemorgen mensen
823766742942019584	Marijkevdveen	@rjpbaan Koppert Cress staat in de lijst van snelste groeiers, hoor! Gefeliciteerd. https://t.co/Psx1TqRNae	@rjpbaan Koppert Cress staat in de lijst van snelste groeiers , hoor ! Gefeliciteerd . https://t.co/Psx1TqRNae
823766744191868928	sarahrebeccanl	De tweede weekendvlog van 2017 is een feit! Mijn vaste uploaddag hiervoor wordt dinsdag. Geef even aan of... https://t.co/5XKiQm3yOR	De tweede weekendvlog van 2017 is een feit ! Mijn vaste uploaddag hiervoor wordt dinsdag . Geef even aan of ... https://t.co/5XKiQm3yOR
823766744766484481	KleurUitvaart	Hulde aan #milieudienstGroningen; https://t.co/wuBwisE685	Hulde aan #milieudienstGroningen ; https://t.co/wuBwisE685
823766745655738368	PopkoorInCtrl	Gisteren was ons nieuwste koorlid jarig. Romy nog van harte gefeliciteerd met je verjaardag. https://t.co/JaEeYNn1WJ	Gisteren was ons nieuwste koorlid jarig . Romy nog van harte gefeliciteerd met je verjaardag . https://t.co/JaEeYNn1WJ
823766747698307073	lisaaaaaaaaaad	RT @carumeysaa: Ik hou van mensen die me aan het lachen kunnen maken, op momenten dat ik helemaal niet wil lachen	RT @carumeysaa : Ik hou van mensen die me aan het lachen kunnen maken , op momenten dat ik helemaal niet wil lachen
823766748474261504	A_Kalverda	@IngeborgDijkstr zeer herkenbaar! Ik vind het heel ook lastig om 'los te laten'	@IngeborgDijkstr zeer herkenbaar ! Ik vind het heel ook lastig om ' los te laten '
823766748457533440	MarieJulieGober	RT @emilyvnaerschot: als je zo'n mega lang bericht stuurt naar iemand om die te helpen ofso en die antwoorden 'ja' of 'oke' lik wtf	RT @emilyvnaerschot : als je zo'n mega lang bericht stuurt naar iemand om die te helpen ofso en die antwoorden ' ja ' of ' oke ' lik wtf
823766758725210112	liesehuybrechts	RT @Monica_C_L: Mama heeft altijd gelijk, geen idee hoe maar het is zo	RT @Monica_C_L : Mama heeft altijd gelijk , geen idee hoe maar het is zo
823766759597547520	bbenjamins	Prima, die checks, ‘maar in de politiek gaat het niet alleen over de feiten’ https://t.co/k4ig7Y4Axp via @nrc	Prima , die checks , ‘ maar in de politiek gaat het niet alleen over de feiten ’ https://t.co/k4ig7Y4Axp via @nrc
823766761971548160	livb615	RT @ewaldeng: wat een afschuwelijke brief heeft de premier geschreven #rutte #pvvd https://t.co/oiAlaxie6M	RT @ewaldeng : wat een afschuwelijke brief heeft de premier geschreven #rutte #pvvd https://t.co/oiAlaxie6M
823766768825094148	MariannevanDiem	RT @SCPonderzoek: 8% van de volwassen Ned. bevolking zegt behoefte te hebben aan meer #zorg en ondersteuning. https://t.co/s8GOihStEw https…	RT @SCPonderzoek : 8% van de volwassen Ned . bevolking zegt behoefte te hebben aan meer #zorg en ondersteuning . https://t.co/s8GOihStEw https …
823766771773607936	freeksels	RT @freekjonge: hier staan mijn bevindingen en gevolgtrekkingen te lezen https://t.co/p49qwMOAcE voorkom dat de geest van de afgelopen wee…	RT @freekjonge : hier staan mijn bevindingen en gevolgtrekkingen te lezen https://t.co/p49qwMOAcE voorkom dat de geest van de afgelopen wee …
823766773572964352	lieffie1975	@lieffie1975 #wilders #pvv dus dan maar slapen......	@lieffie1975 #wilders #pvv dus dan maar slapen ......
823766776102191105	DebruyneSander	RT @tessbraekeleire: Ik denk dat niemand echt ooit volledig tevreden gaat zijn over zichzelf, tis gewoon een kwestie van accepteren of eraa…	RT @tessbraekeleire : Ik denk dat niemand echt ooit volledig tevreden gaat zijn over zichzelf , tis gewoon een kwestie van accepteren of eraa …
823766779881263108	lucia271	@ArendPC goedemorgen Arend jij ook een mooie dag xxx	@ArendPC goedemorgen Arend jij ook een mooie dag xxx
823766783056379904	Veen6619	RT @Matthijs85: Terneuzen start proef met regelarme bijstand https://t.co/53Ab25Ajbd Goed plan! https://t.co/N3AC8EfaHQ #PPNL❤️ …	RT @Matthijs85 : Terneuzen start proef met regelarme bijstand https://t.co/53Ab25Ajbd Goed plan ! https://t.co/N3AC8EfaHQ #PPNL ❤️ …
823766785581350913	Utrecht	Utrechtse scholen in de race voor Onderwijsprijs https://t.co/h8G8ZrIF76 #utrecht	Utrechtse scholen in de race voor Onderwijsprijs https://t.co/h8G8ZrIF76 #utrecht
823766787724574725	inseongsgfs	@highlightsmv omdat mijn acc vroeger een paardenacc was 😔😔😔😔😔😔	@highlightsmv omdat mijn acc vroeger een paardenacc was 😔😔😔😔😔😔
823766790715150336	capitalb913	sex in een luchtballon video https://t.co/9xgAoMJdTZ	sex in een luchtballon video https://t.co/9xgAoMJdTZ
823766791847641089	Arjan55	RT @Maikel_PVV: Nooit meer VVD: •€1000 •geen cent naar Griekenland •geen verlof Volkert van der G. •hypotheekrenteaftrek •Oekraïne-…	RT @Maikel_PVV : Nooit meer VVD : •€1000 • geen cent naar Griekenland • geen verlof Volkert van der G. • hypotheekrenteaftrek • Oekraïne -…
823766793382662144	TruthEveryHour	Ik voel me echt klote nu... #TruthEveryHour	Ik voel me echt klote nu ... #TruthEveryHour
823766793508495361	jmostert64	Inzet Fysieke Zorg Begeleiders bij @ggzdelfland leidt tot minder incidenten en toename vertrouwen. op GGZConnect https://t.co/hOKWnLG9Xg	Inzet Fysieke Zorg Begeleiders bij @ggzdelfland leidt tot minder incidenten en toename vertrouwen . op GGZConnect https://t.co/hOKWnLG9Xg
823766795937005569	nwsoverijssel	Spoolde houdt windmolens liefst buiten de deur #Overijssel https://t.co/tJgxa2GxtX	Spoolde houdt windmolens liefst buiten de deur #Overijssel https://t.co/tJgxa2GxtX
823766797300142080	nwsoverijssel	DNA-analyse vertelt wat je moet eten #Overijssel https://t.co/dIv6SD8zF8	DNA-analyse vertelt wat je moet eten #Overijssel https://t.co/dIv6SD8zF8
823766797811781632	adodenhaaginfo	FC Den Haag heeft te veel probleemgevallen https://t.co/0AzkYfy7FV Volg via https://t.co/HE3yx0qeHD #adodenhaag	FC Den Haag heeft te veel probleemgevallen https://t.co/0AzkYfy7FV Volg via https://t.co/HE3yx0qeHD #adodenhaag
823766798617165824	nwsoverijssel	Politiek blijft uiterst kritisch op plan foodcourt Zwolle #Overijssel https://t.co/PLtaucJgnT	Politiek blijft uiterst kritisch op plan foodcourt Zwolle #Overijssel https://t.co/PLtaucJgnT
823766798067585024	YORHealthNL	@YORHealthNL https://t.co/UEkCIDC8S0 Wij #kussen het landschap @NHLeeft https://t.co/DPfNi4aVNL	@YORHealthNL https://t.co/UEkCIDC8S0 Wij #kussen het landschap @NHLeeft https://t.co/DPfNi4aVNL
823766799984406528	adodenhaaginfo	Jan Wuytens en Donny Gorter op proef bij FC Den Haag https://t.co/jx7AMGSFYa Volg via https://t.co/HE3yx0qeHD #adodenhaag	Jan Wuytens en Donny Gorter op proef bij FC Den Haag https://t.co/jx7AMGSFYa Volg via https://t.co/HE3yx0qeHD #adodenhaag
823766800127107072	ErnaDKeulenaere	Goedemorgen tweeps. De morgenstond heeft goud in de mond. https://t.co/RAseNmtia2	Goedemorgen tweeps . De morgenstond heeft goud in de mond . https://t.co/RAseNmtia2
823766802048151552	HierIsTim	Goedemorgen @yownasyt ! Ik zie dat je al wakker bent :)	Goedemorgen @yownasyt ! Ik zie dat je al wakker bent :)
823766802341597185	i2377	#Geen treinverkeer tussen #Haarlem en Leiden | #Haarlem 105: Tussen #Haarlem en Leiden Centraal rijden… https://t.co/8ZSIlnxwWd	#Geen treinverkeer tussen #Haarlem en Leiden | #Haarlem 105: Tussen #Haarlem en Leiden Centraal rijden … https://t.co/8ZSIlnxwWd
823766803709128704	Koffiepraatjes	Zeer indrukwekkende lezing! https://t.co/f6LvqOWPbm	Zeer indrukwekkende lezing ! https://t.co/f6LvqOWPbm
823766805671976960	Bartissimus	En @publieke waarden zet zichzelf in de hoek der valsheid met deze beschamende 'poll'. https://t.co/eyzURuPVWR	En @publieke waarden zet zichzelf in de hoek der valsheid met deze beschamende ' poll '. https://t.co/eyzURuPVWR
823766786130722816	RotjochFanbase	@Chantalieeeex niet mee eens maar oke😂😂	@Chantalieeeex niet mee eens maar oke 😂😂
823766785103187972	peterdegroote	Het nieuwe normaal: politici die keihard hun best doen om normaal te doen. https://t.co/D5FHQIbcxC	Het nieuwe normaal : politici die keihard hun best doen om normaal te doen . https://t.co/D5FHQIbcxC
823766806678609921	xB3nte	Ik vind een @YouTube-video van @dusdavidgames leuk: https://t.co/Be6Bp84s9g DE GROOTSTE SCHOOL CRINGE OOIT!? (Cambreur College)	Ik vind een @YouTube - video van @dusdavidgames leuk : https://t.co/Be6Bp84s9g DE GROOTSTE SCHOOL CRINGE OOIT !? ( Cambreur College )
823766807286779904	P2000m112	Melding #ambulance: retour naar MKK voor de aflossing https://t.co/YUVgPddMYU	Melding #ambulance : retour naar MKK voor de aflossing https://t.co/YUVgPddMYU
823766807806877701	quintysarissa	@IrisGebbenxx @LukeKorns help me ik ben fnac aan het kijken	@IrisGebbenxx @LukeKorns help me ik ben fnac aan het kijken
823766808092143616	felnaivinta1978	MIJN STIJVE PIEMEL AAN HET TREKKEN IN DE BOSJES https://t.co/Hwc5CNlUiB	MIJN STIJVE PIEMEL AAN HET TREKKEN IN DE BOSJES https://t.co/Hwc5CNlUiB
823766811112046592	NLzoektwerk	Nieuwe #vacature #JouwBaan Facilitair Adviseur (huisvesting) https://t.co/hmifXMHwyp	Nieuwe #vacature #JouwBaan Facilitair Adviseur ( huisvesting ) https://t.co/hmifXMHwyp
823766816061292544	zwakenberg101	RT @hardenberg_nu: De Stuw en Alfa-college helpen ouderen digitaal op weg: Hardenberg - De Stuw, Alfa-college en w ... https://t.co/B2Qq7JZ…	RT @hardenberg_nu : De Stuw en Alfa-college helpen ouderen digitaal op weg : Hardenberg - De Stuw , Alfa-college en w ... https://t.co/B2Qq7JZ …
823766816845602817	HubertDeMeulder	Geen uitstel voor nieuwe circulatieplan in #Gent https://t.co/cvRVh6N36H	Geen uitstel voor nieuwe circulatieplan in #Gent https://t.co/cvRVh6N36H
823766822407311360	wwwillemijnvdw	Die zacht snurkende nog ietwat naar tsatziki ruikende vrouw in de trein dat ben ik. De dag na m'n 31e verjaardag. Rock on. #treinleven	Die zacht snurkende nog ietwat naar tsatziki ruikende vrouw in de trein dat ben ik . De dag na m'n 31e verjaardag . Rock on . #treinleven
823766822277287936	_Zwolle	Spoolde houdt windmolens liefst buiten de deur https://t.co/AFvwGE7sVh ZWOLLE Tot hier en niet verder: Spoolde slijpt langzaam maar zeker …	Spoolde houdt windmolens liefst buiten de deur https://t.co/AFvwGE7sVh ZWOLLE Tot hier en niet verder : Spoolde slijpt langzaam maar zeker …
823766822302482432	mbasten	'Marktsysteem voor inburgering faalt' (via @NUnl) https://t.co/VwCqyd9MR4	' Marktsysteem voor inburgering faalt ' ( via @NUnl ) https://t.co/VwCqyd9MR4
823766822696718336	axswldx	RT @sorenzaboone98: Echt fucked up hoe alles in 2 jaar tijd zo hard kan veranderen	RT @sorenzaboone98 : Echt fucked up hoe alles in 2 jaar tijd zo hard kan veranderen
823766827515969537	FreddyMeijer85	@avero_achmea Wacht inmiddels 5 dagen op een antwoord?	@avero_achmea Wacht inmiddels 5 dagen op een antwoord ?
823766827453054981	enroctoob	RT @arjenUSA: Here we go again. Trump herhaalt dat hij popular vote heeft verloren, omdat 3-5 miljoen stemmen illegaal zijn uitge…	RT @arjenUSA : Here we go again . Trump herhaalt dat hij popular vote heeft verloren , omdat 3-5 miljoen stemmen illegaal zijn uitge …
823766830531624960	LinkBoysenGirls	Het doet me pijn als je denkt dat je niet speciaal voor me bent https://t.co/CxTr14PYl7	Het doet me pijn als je denkt dat je niet speciaal voor me bent https://t.co/CxTr14PYl7
823766831777378306	marcel_hgl1970	@NiiekAa nee, kunje beter iets grotere schaal nemen of een kleiner pannetje.	@NiiekAa nee , kunje beter iets grotere schaal nemen of een kleiner pannetje .
823766831831748608	Arsenal_PSV	RT @geartbakker: @LuucEisenga De Noorse helden (op eigen verzoek) met onze vlag! Woensdag zijn we er weer. Altijd en overal. 🇳🇴 https://t.c…	RT @geartbakker : @LuucEisenga De Noorse helden ( op eigen verzoek ) met onze vlag ! Woensdag zijn we er weer . Altijd en overal . 🇳🇴 https://t.c …
823766836009385984	lies_blaauw	@Queenfransje jij ook!	@Queenfransje jij ook !
823766837125120001	fidratboy	@Timeuw @ZiggoWebcare kan je pls deze man helpen met de oude installatie vervangen door nieuwe appratuur?	@Timeuw @ZiggoWebcare kan je pls deze man helpen met de oude installatie vervangen door nieuwe appratuur ?
823766841537470467	quintysarissa	@IrisGebbenxx @LukeKorns like wat doe ik mezf aan	@IrisGebbenxx @LukeKorns like wat doe ik mezf aan
823766841172619264	AldoRusch	RT @YaraskyGaming: Goodmorning allemaal! Het is niet vroeg hoor... hihi! Geniet allemaal van je dag! #YaraArmy	RT @YaraskyGaming : Goodmorning allemaal ! Het is niet vroeg hoor ... hihi ! Geniet allemaal van je dag ! #YaraArmy
823766842661601280	ocramvb	The fuck, het sneeuwt?!	The fuck , het sneeuwt ?!
823766847086624768	WillemIINews	RT @Official_WIIVA: Wedstrijdverslag VVV Venlo O23 - Willem II O23. https://t.co/h1QwjlaaMt #willemii	RT @Official_WIIVA : Wedstrijdverslag VVV Venlo O23 - Willem II O23. https://t.co/h1QwjlaaMt #willemii
823766850634993669	Luyte	RT @RvLoosbroek: Het lezen van 'Het #Geluk van #Limburg' van @Luyte is verrassend actueel, zie @NOS-bericht. @limburg @Smallenbroek…	RT @RvLoosbroek : Het lezen van ' Het #Geluk van #Limburg ' van @Luyte is verrassend actueel , zie @NOS - bericht . @limburg @Smallenbroek …
823766851339636736	Boer0709	RT @nmgnbusiness: Nijmegen Business nr. 1 is zojuist gepresenteerd bij @tSfeerhuys! Op de cover: Roger Kranendijk van @Story_Nijmegen…	RT @nmgnbusiness : Nijmegen Business nr . 1 is zojuist gepresenteerd bij @tSfeerhuys ! Op de cover : Roger Kranendijk van @Story_Nijmegen …
823766855894659074	swaef	RT @Smienos: #Amana is genomineerd voor de #DiwanAwards & ik heb uw stem nodig! Wij maken kans op een award én €3.000 https://t.co/XQSKB9O…	RT @Smienos : #Amana is genomineerd voor de #DiwanAwards & ik heb uw stem nodig ! Wij maken kans op een award én €3.000 https://t.co/XQSKB9O …
823766854753800192	marcoooootje	@lammert misschien dit https://t.co/fkUrAzOIlx	@lammert misschien dit https://t.co/fkUrAzOIlx
823766867068223492	XanceRadio	Nu op #Xance: Mud - Nite On The Tiles uit het jaar 1976	Nu op #Xance : Mud - Nite On The Tiles uit het jaar 1976
823766868615954434	MariannevanDiem	RT @FonsGennisse: Onthulling prachtig gedicht van onze Stadsdichter @robertgrijsen op het GAK kantoor in #centrumhilversum…	RT @FonsGennisse : Onthulling prachtig gedicht van onze Stadsdichter @robertgrijsen op het GAK kantoor in #centrumhilversum …
823766873510674432	CaroMaenhout	RT @pauline_vdp: Ma echt, als wij serieuze maar ook de meest hilarische gesprekken hebben en ik kotslelijke foto's stuur, heb je echt een p…	RT @pauline_vdp : Ma echt , als wij serieuze maar ook de meest hilarische gesprekken hebben en ik kotslelijke foto's stuur , heb je echt een p…
823766873603002369	HubertDeMeulder	#Boonen piloteert #Gaviria naar zege in chaotische eerste rit in Argentinië https://t.co/2H9S8vjrnQ	#Boonen piloteert #Gaviria naar zege in chaotische eerste rit in Argentinië https://t.co/2H9S8vjrnQ
823766874550915073	Ilse_Degreef	@ridleyrijder weet niet of slaapwandelen te induceren valt	@ridleyrijder weet niet of slaapwandelen te induceren valt
823766875314208768	ThuisGijs	RT @YoeriAlbrecht: En dit is dus geen satire he! Realiteit is weer erger dan iedere satire: https://t.co/lJHZO5dp25	RT @YoeriAlbrecht : En dit is dus geen satire he ! Realiteit is weer erger dan iedere satire : https://t.co/lJHZO5dp25
823766875855273984	Bereslim	Onderwijzers zoeken naar alternatieven voor opgestoken vinger https://t.co/ax5ke35fxF via @volkskrant	Onderwijzers zoeken naar alternatieven voor opgestoken vinger https://t.co/ax5ke35fxF via @volkskrant
823766876459253761	walrusit	Pas op! Op veel plaatsen in @gemeentekatwijk #spek #glad ! Vooral #fietspaden #ijzel	Pas op ! Op veel plaatsen in @gemeentekatwijk #spek #glad ! Vooral #fietspaden #ijzel
823766879516954624	Willemverkeer	RT @vid: In het hele land moet je rekening houden met gladheid ivm ijzel. In het zuidwesten, het noordoosten en Flevoland oo…	RT @vid : In het hele land moet je rekening houden met gladheid ivm ijzel . In het zuidwesten , het noordoosten en Flevoland oo …
823766881601519616	madelonvanoosth	RT @ArneMaeyaert: Kzou graag eens foto's zien van m'n ouders die uitgaan 😂	RT @ArneMaeyaert : Kzou graag eens foto's zien van m'n ouders die uitgaan 😂
823766882301919232	wltrrr	Trump schrapt milieumaatregelen, vrouwenrechten en homorechten en #r1jn leest de opening van de persconf door Spicer voor.	Trump schrapt milieumaatregelen , vrouwenrechten en homorechten en #r1jn leest de opening van de persconf door Spicer voor .
823766883056963584	elliot_piette	RT @karaverfaillie: mo echt wrm benkik zo jaloers, ti verschrikkelijk	RT @karaverfaillie : mo echt wrm benkik zo jaloers , ti verschrikkelijk
823766885569351681	psvnetwerk	De Jong: 'ik verwacht dat we met de druk om kunnen gaan' https://t.co/Pw1cOQ4g1T #AD	De Jong : ' ik verwacht dat we met de druk om kunnen gaan ' https://t.co/Pw1cOQ4g1T #AD
823766887263797248	kremer_erwin	RT @jozefkerk: Kerkbalans 2016: Mijn kerk verbindt! Hier vind ik de ander! Ik doe mee! https://t.co/XGYe3W56RK via @YouTube	RT @jozefkerk : Kerkbalans 2016: Mijn kerk verbindt ! Hier vind ik de ander ! Ik doe mee ! https://t.co/XGYe3W56RK via @YouTube
823766888333328386	BiebDelfzijl	RT @bibliotheek: Nieuwe documentaireserie 'Made in Europe', gebaseerd op bestseller van Pieter Steinz, vanaf 12-2 (20.15u) op NPO2…	RT @bibliotheek : Nieuwe documentaireserie ' Made in Europe ', gebaseerd op bestseller van Pieter Steinz , vanaf 12-2 (20.15u) op NPO 2…
823766888467533824	NOS	Het aantal autodiefstallen in Nederland is vorig jaar opnieuw afgenomen: https://t.co/XLDl0SQd2x	Het aantal autodiefstallen in Nederland is vorig jaar opnieuw afgenomen : https://t.co/XLDl0SQd2x
823766895140732929	FJuridisch	@goosmdeboer @reinalda Jammer dat 'burgerlijke ongehoorzaamheid' in #Groningen niet van de grond lijkt te komen ... https://t.co/BwdOdQCCzL	@goosmdeboer @reinalda Jammer dat ' burgerlijke ongehoorzaamheid ' in #Groningen niet van de grond lijkt te komen ... https://t.co/BwdOdQCCzL
823766896159916032	peterdeboo	@pronkie002 @MichaelSmit90 @Spiketrain @fredbergman @zomer_jan @simon8648 @SphieChan @mdewidt @aarclay @JJHoogduin Goedemorgen, Fijne dag.	@pronkie002 @MichaelSmit90 @Spiketrain @fredbergman @zomer_jan @simon8648 @SphieChan @mdewidt @aarclay @JJHoogduin Goedemorgen , Fijne dag .
823766901457305600	lorientje_	@VanAertFay haha Jaa 😂	@VanAertFay haha Jaa 😂
823766903948775425	luisvelasquez65	@lindemerckpoel Goede morgen Linde!!!	@lindemerckpoel Goede morgen Linde !!!
823766904447836160	pieter18270	@Tantebonga goede morgen bin 😘	@Tantebonga goede morgen bin 😘
823766908608671744	Arjan55	RT @Maikel_PVV: Rutte de grootste leugenaar van Nederland Stem hem en zijn VVD bende weg op 15 maart #StemPVV #NederlandWeerVanOns https://…	RT @Maikel_PVV : Rutte de grootste leugenaar van Nederland Stem hem en zijn VVD bende weg op 15 maart #StemPVV #NederlandWeerVanOns https:// …
823766909409755137	Judoippon12	Vandaag is er judoles van 16.00 tot 17.00 voor kinderen van 5 jaar en ouder in Twickel College Welemanstraat 51, 7622 HE Borne.	Vandaag is er judoles van 16.00 tot 17.00 voor kinderen van 5 jaar en ouder in Twickel College Welemanstraat 51, 7622 HE Borne .
823766910210818048	covara	@ErnaDKeulenaere Ook goedemorgen. ;-)	@ErnaDKeulenaere Ook goedemorgen . ;-)
823766920759570434	Overijssel_	Spoolde houdt windmolens liefst buiten de deur https://t.co/vB8u1wSolA #overijssel #nieuwsoverijssel #nieuws	Spoolde houdt windmolens liefst buiten de deur https://t.co/vB8u1wSolA #overijssel #nieuwsoverijssel #nieuws
823766921757753345	enroctoob	RT @RobertTieman: Brancheorganisatie @FME_NL zit niet te wachten op strenger energieakkoord @SER_NL @vnci @VNONCW @oram_amsterdam https://t…	RT @RobertTieman : Brancheorganisatie @FME_NL zit niet te wachten op strenger energieakkoord @SER_NL @vnci @VNONCW @oram_amsterdam https://t …
823766922143682560	Annemarijke	RT @ElisevanZeeland: Humberto: "Wat dacht jij van de brief?" Lange Frans: "Ik las minder minder minder Marokkanen maar dan in Rutte-taal…	RT @ElisevanZeeland : Humberto : " Wat dacht jij van de brief ?" Lange Frans : " Ik las minder minder minder Marokkanen maar dan in Rutte-taal …
823766925738184704	dijkfan56	RT @eenvandaag: Schaapskuddes worden bedreigd ondanks Werelderfgoed-status. Bekijk hier de reportage: https://t.co/ZJtANjoCiy.…	RT @eenvandaag : Schaapskuddes worden bedreigd ondanks Werelderfgoed-status . Bekijk hier de reportage : https://t.co/ZJtANjoCiy. …
823766925306187777	BenStijn	En het sneeuwt in Eindhoven ❄❄ https://t.co/50waeMSolZ	En het sneeuwt in Eindhoven ❄❄ https://t.co/50waeMSolZ
823766922512760832	_psv	Zoet: ´liever mindere persoonlijke statistieken, maar wel de titel´ https://t.co/ztqZHeZr3R Tot het duel tegen #Heerenveen was Jeroen Zoet…	Zoet : ´ liever mindere persoonlijke statistieken , maar wel de titel ´ https://t.co/ztqZHeZr3R Tot het duel tegen #Heerenveen was Jeroen Zoet …
823766936668565504	dezusvangijs	@Koeiensapper @Fappend ja die bedoelde ik!	@Koeiensapper @Fappend ja die bedoelde ik !
823766939306696705	tonnypeeters	RT @ED_Asten: Grootste bouwplan voor Ommel voor de komende jaren in de maak https://t.co/eYpR1bzajv	RT @ED_Asten : Grootste bouwplan voor Ommel voor de komende jaren in de maak https://t.co/eYpR1bzajv
823766940850196480	carinreinders	RT @adriaanvisser: Vandaag bekend gemaakt: Stichting Droom en Daad gaat olv @wimpijbes breed investeren in kunst en cultuur in R'dam.…	RT @adriaanvisser : Vandaag bekend gemaakt : Stichting Droom en Daad gaat olv @wimpijbes breed investeren in kunst en cultuur in R'dam .…
823766941378678785	ogramvdv	@willemwansink inderdaad .Kan Orwell's boek weer op fe leeslijst van school, de film op tv en boek bespreking door leesclub? Of krant?	@willemwansink inderdaad . Kan Orwell's boek weer op fe leeslijst van school , de film op tv en boek bespreking door leesclub ? Of krant ?
823766946395131904	itsjaleesaaa	Omg heyhoi goeiemorgeee ik kan m'n ogen niet eens normaal open doen.	Omg heyhoi goeiemorgeee ik kan m'n ogen niet eens normaal open doen .
823766946726473728	vlie_nl	Aanvraag 'Hagedis' | 21-10-2017 tot 28-10-2017 | https://t.co/T6QD5Udnqc @zevenstervlie https://t.co/k1BjduDVcd	Aanvraag ' Hagedis ' | 21-10-2017 tot 28-10-2017 | https://t.co/T6QD5Udnqc @zevenstervlie https://t.co/k1BjduDVcd
823766948022456320	niekjanssen50	@MaartjeBrink dagen verneukt?	@MaartjeBrink dagen verneukt ?
823766948945293312	Jacobharkema	RT @MartinHarkema1: Even voorstellen aan Trump https://t.co/JXMp74ZAe9	RT @MartinHarkema1 : Even voorstellen aan Trump https://t.co/JXMp74ZAe9
823766950178385922	Culture_Slam	Demonstreren tegen Trump tot je een ons weegt. #ShiaLabeouf https://t.co/3EKx1pesoz	Demonstreren tegen Trump tot je een ons weegt . #ShiaLabeouf https://t.co/3EKx1pesoz
823766950400720896	dewinterdahlia	RT @Lizzzzz_T: Wij denkn zo tzelfde 😆	RT @Lizzzzz_T : Wij denkn zo tzelfde 😆
823766951776251904	NellyPavillion	RT @cpjayloni: @ermiesagum @salvadortrish21 @Aldub_Jason @BojatinReyes @VSupangan @gemgem31mariz @bourne_angel @japple003 HEEL #ALDUBToget…	RT @cpjayloni : @ermiesagum @salvadortrish21 @Aldub_Jason @BojatinReyes @VSupangan @gemgem31mariz @bourne_angel @japple003 HEEL #ALDUBToget …
823766952116162561	collinsteven	@stefanleferink @adriaan_visser prima zo..met goede aanvoer zijn onze spitsen ook beter bereikbaar en we creëren tig kansen dat is ook goed	@stefanleferink @adriaan_visser prima zo .. met goede aanvoer zijn onze spitsen ook beter bereikbaar en we creëren tig kansen dat is ook goed
823766952665616384	EpkodeVries	@Arriva_NL tja het tijdig informeren van de klanten is niet het sterke punt van Arriva!	@Arriva_NL tja het tijdig informeren van de klanten is niet het sterke punt van Arriva !
823766952871153664	Arjan55	RT @geertwilderspvv: "Het document ... is gezien door een raadadviseur van Algemene Zaken, maar niet door premier Rutte." Wie gelooft R…	RT @geertwilderspvv : " Het document ... is gezien door een raadadviseur van Algemene Zaken , maar niet door premier Rutte ." Wie gelooft R…
823766953064013824	lucasporreye1	RT @femloosveld: Ik ben degene die uit de douche stapt omdat liedje ni mooi is	RT @femloosveld : Ik ben degene die uit de douche stapt omdat liedje ni mooi is
823766955945508864	agosrooldan	Ik ik ik ik ik	Ik ik ik ik ik
823766955354193920	VanAelstA	RT @ChloeeCoremans: Beter dat het snel zomervakantie is want ik ben school en alles er rond zo beu als iets	RT @ChloeeCoremans : Beter dat het snel zomervakantie is want ik ben school en alles er rond zo beu als iets
823766956260081665	JjonkerJj	RT @ZGT_info: Bent u voor #ZGT onze nieuwe #orthoptist? https://t.co/cBvcvvDx1B	RT @ZGT_info : Bent u voor #ZGT onze nieuwe #orthoptist ? https://t.co/cBvcvvDx1B
823766956994138113	BattleGames1	Terug in voorraad https://t.co/nxuRfQxd93	Terug in voorraad https://t.co/nxuRfQxd93
823766957530972160	tinydw	@dricusduplessis Moër hom bees!!agter jou 100%	@dricusduplessis Moër hom bees !! agter jou 100%
823766958336278528	Groeneboomkor	RT @JohnBGood55: @Blondemevrouw1 het OM moet vervolgd worden. Niet een vader die zn dochter beschermt tegen loslopende TBS'er Wat is dit t…	RT @JohnBGood55 : @Blondemevrouw1 het OM moet vervolgd worden . Niet een vader die zn dochter beschermt tegen loslopende TBS'er Wat is dit t…
